iter	Logloss
1512	0.339717975
1513	0.3396926554
1514	0.3396567207
1515	0.3396516058
1516	0.3396298734
1517	0.3395806839
1518	0.3394905971
1519	0.3394295056
1520	0.3393765026
1521	0.3393672432
1522	0.3392974962
1523	0.3392795545
1524	0.339258246
1525	0.3392103066
1526	0.3391603433
1527	0.3391062995
1528	0.339097935
1529	0.3390772466
1530	0.3390562259
1531	0.3390379956
1532	0.3390071303
1533	0.3389263137
1534	0.3389109327
1535	0.3389020494
1536	0.3388671116
1537	0.3388649422
1538	0.3388345243
1539	0.3388117998
1540	0.3387948061
1541	0.3387793054
1542	0.3387145995
1543	0.3386634691
1544	0.338582593
1545	0.3385249082
1546	0.3384589974
1547	0.33842355
1548	0.3383804303
1549	0.3383211103
1550	0.3382744744
1551	0.3382568141
1552	0.338248512
1553	0.338244495
1554	0.3381532463
1555	0.3381505234
1556	0.338104557
1557	0.3380859746
1558	0.3380349058
1559	0.3379715596
1560	0.3379318632
1561	0.3379069477
1562	0.3378860125
1563	0.3378543059
1564	0.3378224861
1565	0.3377184948
1566	0.3376353978
1567	0.3376186683
1568	0.337586267
1569	0.3375381216
1570	0.3375215773
1571	0.3374979189
1572	0.3374746794
1573	0.3374387702
1574	0.3373499031
1575	0.337300043
1576	0.3372377179
1577	0.3372356867
1578	0.337227767
1579	0.3371815301
1580	0.3371555793
1581	0.3371423756
1582	0.3370992055
1583	0.3370477091
1584	0.3370363584
1585	0.3369829403
1586	0.3369450695
1587	0.3369312936
1588	0.3369160217
1589	0.3368847635
1590	0.3368686552
1591	0.3367901218
1592	0.3366899692
1593	0.3366630124
1594	0.3366160749
1595	0.3365315868
1596	0.3365065657
1597	0.3364792255
1598	0.3364611119
1599	0.3363599937
1600	0.3363287928
1601	0.3363105857
1602	0.3362853828
1603	0.3362590429
1604	0.3362502368
1605	0.3361924858
1606	0.3361039004
1607	0.3360616654
1608	0.336013265
1609	0.3359582816
1610	0.335907452
1611	0.335878821
1612	0.3358251039
1613	0.3358031022
1614	0.3357769173
1615	0.3357720825
1616	0.3356735572
1617	0.3356667407
1618	0.3356303835
1619	0.3356238615
1620	0.3356208147
1621	0.3355674201
1622	0.3355546872
1623	0.3355212438
1624	0.335497623
1625	0.3354380632
1626	0.3354237129
1627	0.3353729279
1628	0.3353582706
1629	0.3353452515
1630	0.335324753
1631	0.3352672115
1632	0.3352445049
1633	0.3352418807
1634	0.3352034879
1635	0.3351589186
1636	0.3351430631
1637	0.3351252165
1638	0.3350638193
1639	0.3350612466
1640	0.3350343364
1641	0.3349859255
1642	0.3349508696
1643	0.3348849322
1644	0.3348829286
1645	0.3348375839
1646	0.3347719036
1647	0.334721422
1648	0.3346778857
1649	0.3346639204
1650	0.3346342113
1651	0.3345845184
1652	0.3345704552
1653	0.3345379194
1654	0.3345344417
1655	0.3344863354
1656	0.3344376576
1657	0.3344139033
1658	0.3343937727
1659	0.3343795675
1660	0.3343749396
1661	0.3343641739
1662	0.3343442748
1663	0.3342999723
1664	0.3342747194
1665	0.3342291853
1666	0.3342153114
1667	0.3342000643
1668	0.3341247226
1669	0.3340770464
1670	0.3340634409
1671	0.3339885215
1672	0.3339860219
1673	0.3339398252
1674	0.3339353508
1675	0.3339025896
1676	0.3338840093
1677	0.3338527098
1678	0.3338440309
1679	0.3338108572
1680	0.333759314
1681	0.3337045294
1682	0.3336122392
1683	0.3335915179
1684	0.3335863921
1685	0.3335379548
1686	0.3335276699
1687	0.3335084878
1688	0.3334679501
1689	0.3334598854
1690	0.3333845272
1691	0.3333370874
1692	0.3333354224
1693	0.3332904742
1694	0.3332039343
1695	0.3331665362
1696	0.3331175931
1697	0.3330866194
1698	0.3330532803
1699	0.3329848039
1700	0.3329507207
1701	0.3329353645
1702	0.332899386
1703	0.3328514177
1704	0.3327994246
1705	0.3327673062
1706	0.3327165625
1707	0.33268593
1708	0.3326659715
1709	0.3326297005
1710	0.33261595
1711	0.3326096137
1712	0.332575887
1713	0.3325476543
1714	0.3324895192
1715	0.3324561401
1716	0.332450033
1717	0.3323898209
1718	0.3322958358
1719	0.3322369758
1720	0.3322208301
1721	0.3322035306
1722	0.3321929561
1723	0.3321721061
1724	0.332092919
1725	0.3320190719
1726	0.3319895503
1727	0.3319308022
1728	0.3319161144
1729	0.3318471528
1730	0.3318268995
1731	0.331782614
1732	0.3317403902
1733	0.3316616658
1734	0.3316065417
1735	0.3315769108
1736	0.3315396654
1737	0.3315229024
1738	0.3314810844
1739	0.3314726089
1740	0.3314314827
1741	0.3314151864
1742	0.3314070087
1743	0.3313613428
1744	0.3313469542
1745	0.3313449131
1746	0.3313119721
1747	0.3312670216
1748	0.3312260003
1749	0.3312001356
1750	0.3311490252
1751	0.3310980928
1752	0.3310511187
1753	0.3309973276
1754	0.3309431631
1755	0.3308858721
1756	0.3308675005
1757	0.3308587056
1758	0.3308086336
1759	0.330759945
1760	0.330748477
1761	0.3306949435
1762	0.3306412415
1763	0.3305605489
1764	0.3305416605
1765	0.3304779796
1766	0.33046512
1767	0.3304489774
1768	0.3304299402
1769	0.3304210346
1770	0.3303770047
1771	0.3303424826
1772	0.3302373546
1773	0.3302064427
1774	0.3301703036
1775	0.3301561795
1776	0.3301099515
1777	0.330010581
1778	0.33000407
1779	0.329966623
1780	0.3299285298
1781	0.3299177947
1782	0.3298879902
1783	0.3298558094
1784	0.32979961
1785	0.3297543803
1786	0.3297307371
1787	0.329713324
1788	0.3296665463
1789	0.3295882084
1790	0.3295724622
1791	0.3295073994
1792	0.329461505
1793	0.3294292205
1794	0.3294005841
1795	0.3293244706
1796	0.3292607691
1797	0.3291711843
1798	0.3291290321
1799	0.3290738921
1800	0.3290233966
1801	0.3289984299
1802	0.3289895183
1803	0.3289015658
1804	0.328876038
1805	0.3288668754
1806	0.3288371966
1807	0.3287898463
1808	0.328777991
1809	0.3286964492
1810	0.3286422346
1811	0.328627679
1812	0.3286031558
1813	0.3285904697
1814	0.3285032525
1815	0.3284982419
1816	0.3284268118
1817	0.3283939609
1818	0.3283660148
1819	0.328313481
1820	0.3282697936
1821	0.3282377326
1822	0.3281765514
1823	0.3281474665
1824	0.3281037102
1825	0.3280147632
1826	0.3279805672
1827	0.3279583004
1828	0.327928216
1829	0.3278739443
1830	0.327786439
1831	0.3277710583
1832	0.3277413577
1833	0.3276542236
1834	0.3276087378
1835	0.3275349388
1836	0.3274912348
1837	0.3274399717
1838	0.3274224142
1839	0.3273378738
1840	0.3272681136
1841	0.3271987091
1842	0.3271757274
1843	0.3271669027
1844	0.3271598419
1845	0.3271144491
1846	0.3270699562
1847	0.3270516422
1848	0.326980642
1849	0.3269718774
1850	0.3269132651
1851	0.3268729429
1852	0.3267809895
1853	0.3267521266
1854	0.3267177153
1855	0.3266821612
1856	0.3266797484
1857	0.3266606575
1858	0.3266530542
1859	0.3266150123
1860	0.3265999972
1861	0.3265973989
1862	0.3265610276
1863	0.3265096679
1864	0.3264937255
1865	0.3264814248
1866	0.3264677053
1867	0.3264067123
1868	0.3263399262
1869	0.3263152828
1870	0.3262757177
1871	0.3262257184
1872	0.3261348672
1873	0.3260913066
1874	0.3260599715
1875	0.3260512463
1876	0.3260051644
1877	0.3259741773
1878	0.3258891569
1879	0.3258869848
1880	0.3258655326
1881	0.3258474745
1882	0.3258063591
1883	0.3257674257
1884	0.3257511036
1885	0.3257207242
1886	0.3257026201
1887	0.3256318032
1888	0.3255815207
1889	0.3255575512
1890	0.3255443232
1891	0.325508983
1892	0.3254872013
1893	0.3254435867
1894	0.32540476
1895	0.325366994
1896	0.325345645
1897	0.3253215734
1898	0.3252981825
1899	0.3252836289
1900	0.3252293356
1901	0.3251964383
1902	0.3251273005
1903	0.3250755928
1904	0.3250364922
1905	0.3249625908
1906	0.3249292721
1907	0.3248759241
1908	0.3248366015
1909	0.3247905611
1910	0.3247336825
1911	0.3246742561
1912	0.3246362329
1913	0.3245729286
1914	0.3245581582
1915	0.3244737996
1916	0.3244216827
1917	0.3244164184
1918	0.3243867064
1919	0.3243725281
1920	0.3243373463
1921	0.324321949
1922	0.3243017539
1923	0.3242821855
1924	0.3242520323
1925	0.3242080667
1926	0.3241959222
1927	0.3241737492
1928	0.3241193529
1929	0.3241135622
1930	0.324090916
1931	0.3240617922
1932	0.3240058521
1933	0.3239778948
1934	0.3239390915
1935	0.3239304436
1936	0.3239085829
1937	0.3238263761
1938	0.3237778456
1939	0.3237541424
1940	0.323729109
1941	0.3236739525
1942	0.3236664218
1943	0.3236630236
1944	0.3236315804
1945	0.323594267
1946	0.3235909344
1947	0.3235611648
1948	0.323530451
1949	0.3235097962
1950	0.3234758244
1951	0.3234330273
1952	0.3234156166
1953	0.323346808
1954	0.3233056298
1955	0.3232950907
1956	0.323287635
1957	0.3232087129
1958	0.3231724026
1959	0.3231696195
1960	0.3231619118
1961	0.3231132514
1962	0.3230927758
1963	0.3230340806
1964	0.3230202837
1965	0.3229863242
1966	0.3229116517
1967	0.3228814361
1968	0.3228559977
1969	0.3228359978
1970	0.3227823879
1971	0.3227028492
1972	0.3226395924
1973	0.3225974893
1974	0.322578881
1975	0.3225599838
1976	0.3225204687
1977	0.3224984505
1978	0.3224778763
1979	0.3224563084
1980	0.3224416942
1981	0.3223982173
1982	0.3223726853
1983	0.3223571088
1984	0.3222937519
1985	0.3222546491
1986	0.3222162942
1987	0.3221797426
1988	0.3221612094
1989	0.3221287043
1990	0.3220884538
1991	0.3220453697
1992	0.3219792475
1993	0.3219649315
1994	0.3219530043
1995	0.3218812788
1996	0.3218726991
1997	0.3217795204
1998	0.321771088
1999	0.3217035527
