iter	Logloss
719	0.3748166285
720	0.3747499667
721	0.3747180644
722	0.3746309416
723	0.3745258981
724	0.3744798432
725	0.3743817619
726	0.3743136783
727	0.3742994111
728	0.374257976
729	0.3741997517
730	0.37412789
731	0.3740593084
732	0.374011047
733	0.3740070193
734	0.3739731727
735	0.3739675754
736	0.3738379661
737	0.3737832441
738	0.3737180876
739	0.3736198611
740	0.3736198411
741	0.3735584843
742	0.3734925388
743	0.3734756046
744	0.3734152129
745	0.3734148787
746	0.3733913113
747	0.3733433723
748	0.3733032861
749	0.3732586124
750	0.3732317411
751	0.3732206273
752	0.3731409034
753	0.3731333383
754	0.3731283772
755	0.3730565088
756	0.3730129292
757	0.372978144
758	0.3729638204
759	0.372915425
760	0.3729154176
761	0.37287998
762	0.3728738916
763	0.3728216711
764	0.3728113118
765	0.372769473
766	0.3727168394
767	0.3725959117
768	0.3725924973
769	0.3725500635
770	0.3724820246
771	0.3724418377
772	0.3723804661
773	0.3723701907
774	0.3723288806
775	0.3722819878
776	0.3722238241
777	0.3721801305
778	0.3720938904
779	0.3720874461
780	0.372029517
781	0.3719952008
782	0.3719766371
783	0.371886485
784	0.3718256444
785	0.3717694074
786	0.3716669084
787	0.3716362076
788	0.3715741961
789	0.3715443748
790	0.3714946415
791	0.3714241078
792	0.3713584635
793	0.371297869
794	0.3712390783
795	0.3712040756
796	0.3711229848
797	0.3710442809
798	0.3709694561
799	0.3708999308
800	0.3708621943
801	0.3708266934
802	0.3707549524
803	0.3706792683
804	0.3706307324
805	0.3705672231
806	0.3705091927
807	0.3704813493
808	0.3704683832
809	0.370443951
810	0.3704231928
811	0.3703496047
812	0.3702691409
813	0.3702597369
814	0.3702172845
815	0.3701460518
816	0.3701161955
817	0.3700932569
818	0.3700856454
819	0.3699763659
820	0.3699661791
821	0.3699168309
822	0.3698684385
823	0.3698166672
824	0.3697921232
825	0.3697494433
826	0.3696974392
827	0.3696578965
828	0.3696166186
829	0.3695227917
830	0.3695034059
831	0.3695018956
832	0.3694528959
833	0.3693826582
834	0.3693372532
835	0.3693108652
836	0.3692949386
837	0.3692077156
838	0.3691491829
839	0.369085853
840	0.3690028019
841	0.3688772906
842	0.3688487686
843	0.3687781032
844	0.3687387651
845	0.3686505135
846	0.3685368545
847	0.3684386106
848	0.3683900645
849	0.3683016869
850	0.3682398175
851	0.368189651
852	0.3681671414
853	0.3680826474
854	0.3680368572
855	0.3679786092
856	0.3679234931
857	0.3678641607
858	0.3678184477
859	0.3677983937
860	0.3677423834
861	0.367723994
862	0.3677095954
863	0.3676995427
864	0.3676427241
865	0.3676202278
866	0.3675619435
867	0.367557008
868	0.3675437213
869	0.3674364788
870	0.367381099
871	0.3673586205
872	0.3673392792
873	0.3673204932
874	0.3672501937
875	0.367203604
876	0.3671544359
877	0.3670034263
878	0.3668875498
879	0.3668663888
880	0.3667781957
881	0.3667659865
882	0.3667488881
883	0.366745153
884	0.366709046
885	0.3666831502
886	0.3666443029
887	0.3666371328
888	0.366575923
889	0.3665159416
890	0.366444841
891	0.3663790862
892	0.3663366621
893	0.3662258535
894	0.3661520669
895	0.3660949341
896	0.3660194759
897	0.36598523
898	0.3659752501
899	0.3659581332
900	0.3658915276
901	0.3658318938
902	0.3657831334
903	0.3657701303
904	0.3657216542
905	0.3656441861
906	0.365582895
907	0.3655796237
908	0.3655364542
909	0.3654490105
910	0.3653751993
911	0.3653259543
912	0.3653201385
913	0.3652978345
914	0.3652831779
915	0.3652269387
916	0.3652225995
917	0.3651912765
918	0.3651641627
919	0.3651613334
920	0.3650941067
921	0.3649823332
922	0.364943279
923	0.3649226786
924	0.3648851177
925	0.3648301782
926	0.3648128137
927	0.3647966918
928	0.3647789136
929	0.3647089887
930	0.3645592067
931	0.3645586838
932	0.3644946013
933	0.3644612145
934	0.3643917605
935	0.3643470405
936	0.3643144987
937	0.3642452456
938	0.3641711665
939	0.3641002456
940	0.3640680052
941	0.3640242723
942	0.3639458323
943	0.363883292
944	0.3638370903
945	0.363828209
946	0.3637706771
947	0.3637567327
948	0.363692954
949	0.363618045
950	0.3635786663
951	0.3635115637
952	0.3635000901
953	0.3634558788
954	0.3634246425
955	0.3633443798
956	0.3633136545
957	0.3632647467
958	0.3632081386
959	0.3631355505
960	0.3631058779
961	0.3630739264
962	0.3630036228
963	0.3629889783
964	0.3629021293
965	0.3628923925
966	0.3628370699
967	0.3627421163
968	0.3626273356
969	0.3625926934
970	0.3625846343
971	0.362570084
972	0.3625573958
973	0.3624676533
974	0.3624546181
975	0.3624338899
976	0.3624067467
977	0.3623585589
978	0.3623181431
979	0.3623118483
980	0.362282118
981	0.3621797439
982	0.3621205155
983	0.3621067034
984	0.3620739583
985	0.3620475477
986	0.3619940421
987	0.3619612394
988	0.3619435749
989	0.3619169091
990	0.361897942
991	0.3617736295
992	0.3616640965
993	0.3616107305
994	0.3615528657
995	0.361502131
996	0.3614284792
997	0.3613905426
998	0.3613567049
999	0.3613093856
1000	0.3612837643
1001	0.3612178999
1002	0.3611816683
1003	0.3610918788
1004	0.3610423372
1005	0.3609972987
1006	0.3609594359
1007	0.3609449794
1008	0.3609141195
1009	0.3608116854
1010	0.3607594383
1011	0.3607384463
1012	0.360723572
1013	0.3606649141
1014	0.3606213571
1015	0.3605376898
1016	0.3604802194
1017	0.3604674831
1018	0.3604548418
1019	0.3604348455
1020	0.3603524769
1021	0.3602901393
1022	0.3602245683
1023	0.3601758695
1024	0.3601638976
1025	0.3600476433
1026	0.3600324674
1027	0.3600242016
1028	0.35998516
1029	0.3599489188
1030	0.3598984168
1031	0.3598375886
1032	0.3597279425
1033	0.359692328
1034	0.3595766649
1035	0.359513823
1036	0.3594648162
1037	0.3594443766
1038	0.359391636
1039	0.3593668864
1040	0.3593132373
1041	0.3592818396
1042	0.3592163715
1043	0.3592028227
1044	0.3591804577
1045	0.3591415981
1046	0.3591194307
1047	0.3591061209
1048	0.3590927359
1049	0.3590673829
1050	0.3589361338
1051	0.3588934602
1052	0.3588855496
1053	0.3588448283
1054	0.3587817322
1055	0.3587015786
1056	0.3586268582
1057	0.3585296661
1058	0.3584609429
1059	0.3584005197
1060	0.3583819743
1061	0.358365866
1062	0.3583637254
1063	0.3583173786
1064	0.3582893461
1065	0.3582536907
1066	0.3581870839
1067	0.3581407911
1068	0.3580911189
1069	0.3580660858
1070	0.3580187219
1071	0.3579627745
1072	0.3579518392
1073	0.3579103477
1074	0.3578957346
1075	0.3578456828
1076	0.3578236704
1077	0.3577932525
1078	0.3577294616
1079	0.3576726022
1080	0.3576284348
1081	0.3575090279
1082	0.3574683156
1083	0.3573991967
1084	0.3573406456
1085	0.3573288976
1086	0.3573144837
1087	0.3573035989
1088	0.3572900487
1089	0.3572720523
1090	0.3571841282
1091	0.3571726901
1092	0.3571546203
1093	0.3570950409
1094	0.3570468038
1095	0.3570164008
1096	0.3569089669
1097	0.3568664148
1098	0.3568234022
1099	0.3567658817
1100	0.3566579248
1101	0.3566339595
1102	0.356614427
1103	0.3565572868
1104	0.3565324659
1105	0.3565108279
1106	0.3564996733
1107	0.356421327
1108	0.3563388171
1109	0.3563145655
1110	0.3562759075
1111	0.3562322027
1112	0.3561693578
1113	0.3561212283
1114	0.3560101817
1115	0.3559574892
1116	0.3559448191
1117	0.3559035568
1118	0.3558302978
1119	0.3558195587
1120	0.3557308631
1121	0.3557234551
1122	0.355671607
1123	0.355630333
1124	0.3555350387
1125	0.3554474181
1126	0.3554078792
1127	0.3553957414
1128	0.3553406977
1129	0.3553368895
1130	0.3553188316
1131	0.3553098285
1132	0.3552165314
1133	0.3551708529
1134	0.3551473125
1135	0.3550484049
1136	0.3550106188
1137	0.3549960151
1138	0.3549377694
1139	0.3548738898
1140	0.3548164874
1141	0.3547936052
1142	0.3546951032
1143	0.3546717287
1144	0.3546009106
1145	0.3545572851
1146	0.3545128277
1147	0.3544887968
1148	0.3544023806
1149	0.3543508434
1150	0.3543395385
1151	0.3543007724
1152	0.3542507511
1153	0.354200037
1154	0.3541265675
1155	0.3540419581
1156	0.3540130166
1157	0.353949615
1158	0.3539079821
1159	0.3538452918
1160	0.353778803
1161	0.3536895997
1162	0.3536004935
1163	0.3535383229
1164	0.3535226868
1165	0.3534820419
1166	0.3534318055
1167	0.3534247237
1168	0.3533983832
1169	0.3533364086
1170	0.353294663
1171	0.3532600641
1172	0.3532540746
1173	0.3532065991
1174	0.3531767725
1175	0.3531457207
1176	0.3531321526
1177	0.3530745194
1178	0.3530230586
1179	0.35300788
1180	0.3529777781
1181	0.352966061
1182	0.3529301579
1183	0.3529070663
1184	0.3528959651
1185	0.3528842238
1186	0.3528580183
1187	0.3528338938
1188	0.3528119866
1189	0.3527696054
1190	0.3527502093
1191	0.3526955553
1192	0.3526413248
1193	0.3525998347
1194	0.3525564973
1195	0.3524884983
1196	0.3524333778
1197	0.3523458401
1198	0.352334642
1199	0.3523118211
1200	0.3522582028
1201	0.3522515611
1202	0.3522159834
1203	0.3521305201
1204	0.3520585693
1205	0.3519935417
1206	0.3519827743
1207	0.3519454744
1208	0.3518839084
1209	0.3518377734
1210	0.3518013455
1211	0.3517921953
1212	0.3517815239
1213	0.3517741797
1214	0.3517398431
1215	0.3517010348
1216	0.3516463822
1217	0.3515995497
1218	0.3515523796
1219	0.3515199344
1220	0.3514863703
1221	0.3514701897
1222	0.3514570427
1223	0.3514499158
1224	0.3514308282
1225	0.3514121304
1226	0.3513463569
1227	0.3513321239
1228	0.3513231652
1229	0.3511965643
1230	0.3511745236
1231	0.3511068451
1232	0.3510794747
1233	0.3510353097
1234	0.3510272495
1235	0.3510102433
1236	0.3508692798
1237	0.3508475335
1238	0.3508362268
1239	0.3507882913
1240	0.3507593351
1241	0.3507377791
1242	0.3506889496
1243	0.3506435134
1244	0.3505773398
1245	0.3505108615
1246	0.3504275912
1247	0.3503901546
1248	0.3502665556
1249	0.3502287678
1250	0.3502121552
1251	0.3501691673
1252	0.3500482928
1253	0.3500319784
1254	0.3500149741
1255	0.3499377308
1256	0.3499200094
1257	0.3498918957
1258	0.3498643807
1259	0.3498208006
1260	0.3497996369
1261	0.3497821854
1262	0.3497213789
1263	0.3496809988
1264	0.3496445514
1265	0.3495746422
1266	0.3494793708
1267	0.3494623263
1268	0.3493895497
1269	0.3493135448
1270	0.3492544937
1271	0.3491890779
1272	0.3491722566
1273	0.3491542295
1274	0.3491242357
1275	0.3490723874
1276	0.3490067376
1277	0.3489960006
1278	0.3489253817
1279	0.3488585977
1280	0.34882488
1281	0.348798064
1282	0.348790419
1283	0.3487212462
1284	0.3486527394
1285	0.3486363276
1286	0.3485805011
1287	0.3485247196
1288	0.3484329933
1289	0.3484000881
1290	0.3483377336
1291	0.3483214479
1292	0.3483150348
1293	0.3483053968
1294	0.3482982094
1295	0.3482689004
1296	0.3482270893
1297	0.3481513484
1298	0.3480914083
1299	0.3480669892
1300	0.3480472899
1301	0.3479878716
1302	0.3479102301
1303	0.3478954621
1304	0.3478796898
1305	0.3478584632
1306	0.3478080077
1307	0.3477782318
1308	0.3477491659
1309	0.3476835871
1310	0.3476206885
1311	0.3475351299
1312	0.3474700022
1313	0.347423984
1314	0.3473663679
1315	0.3473292203
1316	0.3472912589
1317	0.3472312414
1318	0.3471657578
1319	0.3470769484
1320	0.347043407
1321	0.3469927067
1322	0.3469336382
1323	0.3468670657
1324	0.3468103012
1325	0.3467714611
1326	0.3467290453
1327	0.34671338
1328	0.3466782137
1329	0.3466206549
1330	0.3465409425
1331	0.3465102057
1332	0.3464800809
1333	0.3464558986
1334	0.3464300335
1335	0.3463850042
1336	0.3463763049
1337	0.3463329624
1338	0.3463306308
1339	0.3462755335
1340	0.3462554716
1341	0.3462287419
1342	0.346194798
1343	0.3461319258
1344	0.3461062268
1345	0.3460853662
1346	0.3460601648
1347	0.3459788234
1348	0.3459194775
1349	0.3458658437
1350	0.3458418862
1351	0.3457997852
1352	0.3457717169
1353	0.3457492395
1354	0.3457223942
1355	0.3456807663
1356	0.3456184295
1357	0.345580576
1358	0.3455590786
1359	0.3455066665
1360	0.3454819689
1361	0.3454414838
1362	0.3454262963
1363	0.3453823676
1364	0.3453576607
1365	0.3453406972
1366	0.3452976824
1367	0.3452549127
1368	0.345157155
1369	0.3451200875
1370	0.3451039918
1371	0.3450477657
1372	0.3450224292
1373	0.3449970618
1374	0.3449446013
1375	0.3449348669
1376	0.3448531842
1377	0.3447872358
1378	0.3447560494
1379	0.3447464799
1380	0.3446324014
1381	0.3446158948
1382	0.3445401707
1383	0.3444840533
1384	0.3444439227
1385	0.3443783297
1386	0.3443492074
1387	0.344318774
1388	0.3442871854
1389	0.3442147373
1390	0.3441349504
1391	0.3441202294
1392	0.3441043668
1393	0.3440892915
1394	0.3440534349
1395	0.3439888531
1396	0.3439643469
1397	0.3439305391
1398	0.3439022859
1399	0.3438773129
1400	0.343857988
1401	0.3438165677
1402	0.3438021922
1403	0.3437407601
1404	0.3437176948
1405	0.3437020238
1406	0.3436523498
1407	0.3436037297
1408	0.3435804574
1409	0.343567649
1410	0.3435144995
1411	0.3434947986
1412	0.3434822077
1413	0.3434054264
1414	0.3433703049
1415	0.3433463951
1416	0.3433243791
1417	0.3432724634
1418	0.3432087201
1419	0.3431635924
1420	0.3430820447
1421	0.3430737608
1422	0.3430307559
1423	0.3429684706
1424	0.3429158116
1425	0.3428445596
1426	0.3427942924
1427	0.3427222107
1428	0.3426918583
1429	0.3426684682
1430	0.3426294792
1431	0.3425689759
1432	0.342499725
1433	0.342476982
1434	0.3424672326
1435	0.3424331324
1436	0.3424282156
1437	0.3423821536
1438	0.3423368661
1439	0.3422876391
1440	0.3422612595
1441	0.3422120001
1442	0.3421697015
1443	0.3421220077
1444	0.3420762077
1445	0.3420473296
1446	0.3420376748
1447	0.3420002264
1448	0.3419771639
1449	0.3419139773
1450	0.341900228
1451	0.341862481
1452	0.3418400348
1453	0.3417849036
1454	0.3417237755
1455	0.3416910761
1456	0.3416549337
1457	0.3416321492
1458	0.3416064138
1459	0.3415835694
1460	0.3415357582
1461	0.3415075801
1462	0.3414422414
1463	0.341419871
1464	0.3413594364
1465	0.3413482144
1466	0.3413225984
1467	0.3412919541
1468	0.341209101
1469	0.3411709102
1470	0.3411489361
1471	0.3410853745
1472	0.3410777704
1473	0.3410643516
1474	0.3410597593
1475	0.3409945282
1476	0.3409791201
1477	0.3409577656
1478	0.3409097589
1479	0.3409042339
1480	0.3408593951
1481	0.3407904196
1482	0.3407761665
1483	0.340756527
1484	0.3407434735
1485	0.3407152944
1486	0.3406694353
1487	0.3406584568
1488	0.3406149753
1489	0.3406041175
1490	0.3405996818
1491	0.3405494607
1492	0.3405234879
1493	0.3405124061
1494	0.3404790682
1495	0.3404208233
1496	0.34039744
1497	0.340335559
1498	0.3403301699
1499	0.3402394296
1500	0.3401680092
1501	0.3401197278
1502	0.3401154136
1503	0.3400076068
1504	0.3399466397
1505	0.3399390826
1506	0.3399277702
1507	0.3399203453
1508	0.3398736425
1509	0.3398511641
1510	0.3398119906
1511	0.3397462972
