iter	Passed	Remaining
1680	11335	2151
1681	11343	2144
1682	11352	2138
1683	11362	2132
1684	11368	2125
1685	11375	2118
1686	11381	2111
1687	11389	2105
1688	11397	2098
1689	11405	2092
1690	11412	2085
1691	11420	2078
1692	11426	2072
1693	11433	2065
1694	11440	2058
1695	11448	2052
1696	11455	2045
1697	11464	2038
1698	11471	2032
1699	11478	2025
1700	11486	2019
1701	11493	2012
1702	11501	2005
1703	11508	1999
1704	11516	1992
1705	11522	1985
1706	11530	1979
1707	11538	1972
1708	11545	1965
1709	11553	1959
1710	11561	1952
1711	11567	1945
1712	11574	1939
1713	11581	1932
1714	11587	1925
1715	11594	1918
1716	11601	1912
1717	11608	1905
1718	11616	1898
1719	11625	1892
1720	11632	1885
1721	11638	1878
1722	11646	1872
1723	11652	1865
1724	11659	1858
1725	11667	1852
1726	11676	1845
1727	11683	1839
1728	11690	1832
1729	11698	1825
1730	11706	1819
1731	11712	1812
1732	11722	1806
1733	11731	1799
1734	11740	1793
1735	11748	1786
1736	11757	1780
1737	11766	1773
1738	11774	1767
1739	11784	1760
1740	11793	1754
1741	11802	1748
1742	11810	1741
1743	11817	1734
1744	11824	1727
1745	11831	1721
1746	11839	1714
1747	11847	1707
1748	11854	1701
1749	11864	1694
1750	11871	1688
1751	11879	1681
1752	11888	1675
1753	11897	1668
1754	11904	1661
1755	11913	1655
1756	11920	1648
1757	11928	1641
1758	11934	1635
1759	11941	1628
1760	11950	1621
1761	11957	1615
1762	11965	1608
1763	11974	1602
1764	11984	1595
1765	11993	1589
1766	12000	1582
1767	12006	1575
1768	12014	1568
1769	12022	1562
1770	12030	1555
1771	12038	1548
1772	12046	1542
1773	12053	1535
1774	12061	1528
1775	12071	1522
1776	12080	1516
1777	12088	1509
1778	12096	1502
1779	12103	1495
1780	12110	1489
1781	12117	1482
1782	12124	1475
1783	12130	1468
1784	12137	1461
1785	12146	1455
1786	12153	1448
1787	12160	1441
1788	12166	1434
1789	12173	1428
1790	12179	1421
1791	12187	1414
1792	12194	1407
1793	12202	1401
1794	12208	1394
1795	12214	1387
1796	12222	1380
1797	12228	1373
1798	12236	1367
1799	12243	1360
1800	12250	1353
1801	12257	1346
1802	12264	1340
1803	12271	1333
1804	12279	1326
1805	12285	1319
1806	12292	1312
1807	12300	1306
1808	12306	1299
1809	12313	1292
1810	12322	1285
1811	12329	1279
1812	12335	1272
1813	12341	1265
1814	12348	1258
1815	12355	1251
1816	12362	1245
1817	12369	1238
1818	12377	1231
1819	12385	1224
1820	12392	1218
1821	12398	1211
1822	12406	1204
1823	12413	1197
1824	12419	1190
1825	12425	1184
1826	12433	1177
1827	12439	1170
1828	12446	1163
1829	12455	1157
1830	12463	1150
1831	12470	1143
1832	12477	1136
1833	12483	1129
1834	12490	1123
1835	12498	1116
1836	12505	1109
1837	12514	1103
1838	12520	1096
1839	12528	1089
1840	12536	1082
1841	12542	1075
1842	12550	1069
1843	12558	1062
1844	12564	1055
1845	12571	1048
1846	12578	1041
1847	12585	1035
1848	12592	1028
1849	12599	1021
1850	12606	1014
1851	12612	1007
1852	12619	1001
1853	12626	994
1854	12633	987
1855	12640	980
1856	12648	974
1857	12654	967
1858	12661	960
1859	12671	953
1860	12677	946
1861	12685	940
1862	12690	933
1863	12698	926
1864	12705	919
1865	12711	912
1866	12718	906
1867	12725	899
1868	12733	892
1869	12740	885
1870	12745	878
1871	12753	872
1872	12760	865
1873	12767	858
1874	12774	851
1875	12781	844
1876	12787	837
1877	12795	831
1878	12802	824
1879	12808	817
1880	12814	810
1881	12822	803
1882	12830	797
1883	12836	790
1884	12843	783
1885	12851	776
1886	12858	770
1887	12865	763
1888	12873	756
1889	12881	749
1890	12887	742
1891	12897	736
1892	12904	729
1893	12911	722
1894	12918	715
1895	12924	708
1896	12932	702
1897	12939	695
1898	12946	688
1899	12952	681
1900	12959	674
1901	12966	668
1902	12974	661
1903	12982	654
1904	12989	647
1905	12996	640
1906	13003	634
1907	13010	627
1908	13016	620
1909	13023	613
1910	13031	606
1911	13038	600
1912	13045	593
1913	13052	586
1914	13059	579
1915	13066	572
1916	13074	566
1917	13081	559
1918	13088	552
1919	13096	545
1920	13102	538
1921	13108	531
1922	13114	525
1923	13121	518
1924	13127	511
1925	13135	504
1926	13143	497
1927	13149	491
1928	13156	484
1929	13162	477
1930	13169	470
1931	13177	463
1932	13185	457
1933	13192	450
1934	13201	443
1935	13207	436
1936	13213	429
1937	13220	422
1938	13228	416
1939	13235	409
1940	13241	402
1941	13249	395
1942	13256	388
1943	13263	382
1944	13269	375
1945	13276	368
1946	13283	361
1947	13290	354
1948	13296	347
1949	13303	341
1950	13311	334
1951	13317	327
1952	13323	320
1953	13330	313
1954	13337	307
1955	13344	300
1956	13351	293
1957	13358	286
1958	13365	279
1959	13372	272
1960	13378	266
1961	13385	259
1962	13392	252
1963	13399	245
1964	13406	238
1965	13413	231
1966	13421	225
1967	13429	218
1968	13436	211
1969	13444	204
1970	13451	197
1971	13458	191
1972	13465	184
1973	13473	177
1974	13480	170
1975	13487	163
1976	13495	156
1977	13500	150
1978	13507	143
1979	13514	136
1980	13521	129
1981	13528	122
1982	13535	116
1983	13543	109
1984	13550	102
1985	13557	95
1986	13563	88
1987	13569	81
1988	13575	75
1989	13582	68
1990	13589	61
1991	13597	54
1992	13604	47
1993	13611	40
1994	13618	34
1995	13625	27
1996	13632	20
1997	13639	13
1998	13645	6
1999	13653	0
